영상편집에 필요한 정보,,,,,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.20,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DateTime,Accident number,Member year,Year of accident,Month of accident,Weekday,Time,GPS latitude,GPS longitude,Country,Accident description,Collision type,Accident type,Participant A referring accident type,Participant B referring accident type,Main contributing factor,Road type,Road surface,Road condition,Lane separation,Light condition,Weather 1,Weather 2,Location,Emergency arrival,Accident Severity,PCM data available,Case status,Vsim,comment,,영상유무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CASENR,CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,ACCTYPE,ACCTYPEA,ACCTYPEB,MAINFACT,ROADTYPE,ROADSURF,ROADCOND,LANESEPAR,LIGHTCON,WEATHER1,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,CASENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이벤트시작(초),이벤트끝(초),파일명(mp4),기준날짜시간,상위폴더,폴더명(datetime),CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,사고유형,차량A,차량B,MAINFACT,도로규모,표면재질,표면습도,도로분리,빛조건,날씨,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,,,도로명주소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25_18-04-18,2024-03-25_18-04-18,,2024-03-25_18-04-18,2024-03-28_자동삭제,2024-03-25_18-04-18,,,,,,,37.2652,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_06-52-52,2024-03-26_06-52-52,,2024-03-26_06-52-52,2024-03-28_자동삭제,2024-03-26_06-52-52,,,,,,,37.2105,127.205,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_06-56-20,2024-03-26_06-56-20,,2024-03-26_06-56-20,2024-03-28_자동삭제,2024-03-26_06-56-20,,,,,,,37.2368,127.166,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_07-20-40,2024-03-26_07-20-40,,2024-03-26_07-20-40,2024-03-28_자동삭제,2024-03-26_07-20-40,,,,,,,37.3514,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_07-34-09,2024-03-26_07-34-09,,2024-03-26_07-34-09,2024-03-28_자동삭제,2024-03-26_07-34-09,,,,,,,37.4335,127.123,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_18-23-56,2024-03-26_18-23-56,,2024-03-26_18-23-56,2024-03-28_자동삭제,2024-03-26_18-23-56,,,,,,,37.2595,127.177,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_18-38-00,2024-03-26_18-38-00,,2024-03-26_18-38-00,2024-03-28_자동삭제,2024-03-26_18-38-00,,,,,,,37.2067,127.203,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26_18-44-15,2024-03-26_18-44-15,,2024-03-26_18-44-15,2024-03-28_자동삭제,2024-03-26_18-44-15,,,,,,,37.1964,127.201,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_07-09-23,2024-03-27_07-09-23,,2024-03-27_07-09-23,2024-03-28_자동삭제,2024-03-27_07-09-23,,,,,,,37.2708,127.185,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_07-25-34,2024-03-27_07-25-34,,2024-03-27_07-25-34,2024-03-28_자동삭제,2024-03-27_07-25-34,,,,,,,37.4075,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_07-47-38,2024-03-27_07-47-38,,2024-03-27_07-47-38,2024-03-28_자동삭제,2024-03-27_07-47-38,,,,,,,37.4867,127.119,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_07-48-05,2024-03-27_07-48-05,,2024-03-27_07-48-05,2024-03-28_자동삭제,2024-03-27_07-48-05,,,,,,,37.4871,127.12,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_20-24-09,2024-03-27_20-24-09,,2024-03-27_20-24-09,2024-03-28_자동삭제,2024-03-27_20-24-09,,,,,,,37.2714,127.183,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27_20-30-27,2024-03-27_20-30-27,,2024-03-27_20-30-27,2024-03-28_자동삭제,2024-03-27_20-30-27,,,,,,,37.2392,127.162,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28_07-09-01,2024-03-28_07-09-01,,2024-03-28_07-09-01,2024-03-28_자동삭제,2024-03-28_07-09-01,,,,,,,37.2632,127.18,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28_07-10-53,2024-03-28_07-10-53,,2024-03-28_07-10-53,2024-03-28_자동삭제,2024-03-28_07-10-53,,,,,,,37.2713,127.184,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28_07-22-58,2024-03-28_07-22-58,,2024-03-28_07-22-58,2024-03-28_자동삭제,2024-03-28_07-22-58,,,,,,,37.3725,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28_07-26-10,2024-03-28_07-26-10,,2024-03-28_07-26-10,2024-03-28_자동삭제,2024-03-28_07-26-10,,,,,,,37.4003,127.1,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28_18-52-36,2024-03-28_18-52-36,,2024-03-28_18-52-36,2024-03-28_자동삭제,2024-03-28_18-52-36,,,,,,,37.4883,127.12,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_07-25-11,2024-03-29_07-25-11,,2024-03-29_07-25-11,2024-04-11,2024-03-29_07-25-11,,,,,,,37.4065,127.098,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_12-41-48,2024-03-29_12-41-48,,2024-03-29_12-41-48,2024-04-11,2024-03-29_12-41-48,,,,,,,37.488,127.121,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_13-25-53,2024-03-29_13-25-53,,2024-03-29_13-25-53,2024-04-11,2024-03-29_13-25-53,,,,,,,37.4214,126.882,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_16-26-27,2024-03-29_16-26-27,,2024-03-29_16-26-27,2024-04-11,2024-03-29_16-26-27,,,,,,,37.3683,126.869,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_16-26-57,2024-03-29_16-26-57,,2024-03-29_16-26-57,2024-04-11,2024-03-29_16-26-57,,,,,,,37.3615,126.866,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_16-49-26,2024-03-29_16-49-26,,2024-03-29_16-49-26,2024-04-11,2024-03-29_16-49-26,,,,,,,37.2909,127.122,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_16-52-35,2024-03-29_16-52-35,,2024-03-29_16-52-35,2024-04-11,2024-03-29_16-52-35,,,,,,,37.2807,127.178,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29_17-02-50,2024-03-29_17-02-50,,2024-03-29_17-02-50,2024-04-11,2024-03-29_17-02-50,,,,,,,37.24,127.159,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01_06-44-08,2024-04-01_06-44-08,,2024-04-01_06-44-08,2024-04-11,2024-04-01_06-44-08,,,,,,,37.2093,127.204,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01_07-09-33,2024-04-01_07-09-33,,2024-04-01_07-09-33,2024-04-11,2024-04-01_07-09-33,,,,,,,37.368,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01_17-49-01,2024-04-01_17-49-01,,2024-04-01_17-49-01,2024-04-11,2024-04-01_17-49-01,,,,,,,37.2976,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_06-57-54,2024-04-02_06-57-54,,2024-04-02_06-57-54,2024-04-11,2024-04-02_06-57-54,,,,,,,37.2123,127.206,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_07-18-43,2024-04-02_07-18-43,,2024-04-02_07-18-43,2024-04-11,2024-04-02_07-18-43,,,,,,,37.338,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_07-22-19,2024-04-02_07-22-19,,2024-04-02_07-22-19,2024-04-11,2024-04-02_07-22-19,,,,,,,37.3538,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_07-34-42,2024-04-02_07-34-42,,2024-04-02_07-34-42,2024-04-11,2024-04-02_07-34-42,,,,,,,37.4694,127.125,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_07-50-14,2024-04-02_07-50-14,,2024-04-02_07-50-14,2024-04-11,2024-04-02_07-50-14,,,,,,,37.487,127.119,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02_20-21-36,2024-04-02_20-21-36,,2024-04-02_20-21-36,2024-04-11,2024-04-02_20-21-36,,,,,,,37.2203,127.201,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_07-29-43,2024-04-03_07-29-43,,2024-04-03_07-29-43,2024-04-11,2024-04-03_07-29-43,,,,,,,37.4054,127.097,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_07-30-23,2024-04-03_07-30-23,,2024-04-03_07-30-23,2024-04-11,2024-04-03_07-30-23,,,,,,,37.4075,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_07-54-20,2024-04-03_07-54-20,,2024-04-03_07-54-20,2024-04-11,2024-04-03_07-54-20,,,,,,,37.4875,127.119,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_17-41-28,2024-04-03_17-41-28,,2024-04-03_17-41-28,2024-04-11,2024-04-03_17-41-28,,,,,,,37.3601,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_17-42-19,2024-04-03_17-42-19,,2024-04-03_17-42-19,2024-04-11,2024-04-03_17-42-19,,,,,,,37.351,127.103,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_17-59-42,2024-04-03_17-59-42,,2024-04-03_17-59-42,2024-04-11,2024-04-03_17-59-42,,,,,,,37.2501,127.163,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03_18-02-55,2024-04-03_18-02-55,,2024-04-03_18-02-55,2024-04-11,2024-04-03_18-02-55,,,,,,,37.2405,127.162,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-11-44,2024-04-04_07-11-44,,2024-04-04_07-11-44,2024-04-11,2024-04-04_07-11-44,,,,,,,37.2676,127.184,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-18-03,2024-04-04_07-18-03,,2024-04-04_07-18-03,2024-04-11,2024-04-04_07-18-03,,,,,,,37.2986,127.104,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-33-39,2024-04-04_07-33-39,,2024-04-04_07-33-39,2024-04-11,2024-04-04_07-33-39,,,,,,,37.4554,127.126,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-35-29,2024-04-04_07-35-29,,2024-04-04_07-35-29,2024-04-11,2024-04-04_07-35-29,,,,,,,37.4732,127.13,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-45-00,2024-04-04_07-45-00,,2024-04-04_07-45-00,2024-04-11,2024-04-04_07-45-00,,,,,,,37.4842,127.121,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_07-45-22,2024-04-04_07-45-22,,2024-04-04_07-45-22,2024-04-11,2024-04-04_07-45-22,,,,,,,37.4853,127.12,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_17-31-48,2024-04-04_17-31-48,,2024-04-04_17-31-48,2024-04-11,2024-04-04_17-31-48,,,,,,,37.4873,127.119,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04_18-11-23,2024-04-04_18-11-23,,2024-04-04_18-11-23,2024-04-11,2024-04-04_18-11-23,,,,,,,37.2847,127.171,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_07-15-17,2024-04-05_07-15-17,,2024-04-05_07-15-17,2024-04-11,2024-04-05_07-15-17,,,,,,,37.2883,127.156,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_07-48-19,2024-04-05_07-48-19,,2024-04-05_07-48-19,2024-04-11,2024-04-05_07-48-19,,,,,,,37.4841,127.121,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_07-50-58,2024-04-05_07-50-58,,2024-04-05_07-50-58,2024-04-11,2024-04-05_07-50-58,,,,,,,37.4869,127.119,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_12-45-14,2024-04-05_12-45-14,,2024-04-05_12-45-14,2024-04-11,2024-04-05_12-45-14,,,,,,,37.4863,127.112,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_12-49-30,2024-04-05_12-49-30,,2024-04-05_12-49-30,2024-04-11,2024-04-05_12-49-30,,,,,,,37.4884,127.102,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_13-19-15,2024-04-05_13-19-15,,2024-04-05_13-19-15,2024-04-11,2024-04-05_13-19-15,,,,,,,37.5848,127.051,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_13-19-52,2024-04-05_13-19-52,,2024-04-05_13-19-52,2024-04-11,2024-04-05_13-19-52,,,,,,,37.587,127.053,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05_14-16-32,2024-04-05_14-16-32,,2024-04-05_14-16-32,2024-04-11,2024-04-05_14-16-32,,,,,,,37.5934,127.051,,보유 데이터 중 미가공 데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
